file	A	A_ms	A_rc	B	B_ms	B_rc	first
AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	unsat	210	0	unsat	207	0	B
UFLIA/sledgehammer/QEpres/smtlib.609781.smt2	unknown	2412	0	unknown	2410	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.908739.smt2	sat	110	0	sat	108	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R125-020__comparison__longest_common_prefix.adb_11_35_overflow_check___00.smt2	unsat	109	0	unsat	107	0	A
UFLIA/sledgehammer/QEpres/smtlib.730254.smt2	unknown	6917	0	unknown	8316	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.974621.smt2	unsat	4213	0	unsat	4212	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_16_14_range_check___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/sledgehammer/QEpres/smtlib.830613.smt2	unknown	8616	0	unknown	8616	0	A
UF/sledgehammer/Hoare/smtlib.631037.smt2	unsat	12123	0	unsat	12121	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R427-050__counterex__competition.adb_10_38_length_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/sledgehammer/QEpres/smtlib.927783.smt2	unknown	16328	0	unknown	16126	0	B
UF/sledgehammer/Hoare/uf.1061790.smt2	unknown	18529	0	unknown	19429	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24538	0	unknown	24236	0	B
UFLIA/sledgehammer/StrongNorm/smtlib.613065.smt2	unknown	16529	0	unknown	16528	0	A
UF/sledgehammer/Hoare/uf.1172268.smt2	unknown	7017	0	unknown	7016	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_30682c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1711	0	unsat	1611	0	A
UFLIA/sledgehammer/StrongNorm/smtlib.749048.smt2	unknown	14927	0	unknown	14925	0	B
UF/sledgehammer/Hoare/uf.623138.smt2	unknown	14326	0	unknown	14626	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_496459_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	211	0	unsat	209	0	B
UFLIA/sledgehammer/StrongNorm/smtlib.889061.smt2	unsat	310	0	unsat	310	0	A
UF/sledgehammer/Hoare/uf.733610.smt2	unknown	7319	0	unknown	7417	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_610ef4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/sledgehammer/TwoSquares/smtlib.672156.smt2	unknown	24138	0	unknown	24134	0	B
UF/sledgehammer/Hoare/uf.834137.smt2	unknown	5917	0	unknown	5916	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25037	0	unknown	25035	0	B
UFLIA/sledgehammer/TwoSquares/smtlib.753723.smt2	unknown	24137	0	unknown	24134	0	A
UF/sledgehammer/Hoare/uf.966336.smt2	unknown	24138	0	unknown	24133	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_93e018_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/sledgehammer/TwoSquares/smtlib.821153.smt2	unknown	13826	0	unknown	13824	0	B
UF/sledgehammer/NS_Shared/smtlib.678332.smt2	unknown	4915	0	unknown	5615	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24235	0	unknown	24135	0	B
UFLIA/sledgehammer/TwoSquares/smtlib.881298.smt2	unsat	110	0	unsat	109	0	A
UF/sledgehammer/NS_Shared/uf.573318.smt2	unknown	23935	0	unknown	24436	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bfafe7_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	16126	0	unsat	16125	0	A
UFLIA/sledgehammer/TypeSafe/smtlib.1133139.smt2	unknown	19732	0	unknown	19329	0	B
UF/sledgehammer/NS_Shared/uf.768897.smt2	unsat	5216	0	unsat	5515	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_d70bc5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112	0	unsat	110	0	B
UFLIA/sledgehammer/TypeSafe/smtlib.822202.smt2	unknown	17330	0	unknown	17127	0	A
UF/sledgehammer/QEpres/uf.1001076.smt2	unsat	13324	0	unsat	12419	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24938	0	unknown	25036	0	A
UFLIA/tokeneer/admintoken/clear-6.smt2	unknown	24136	0	unknown	24135	0	B
UF/sledgehammer/QEpres/uf.1089524.smt2	unsat	17130	0	unsat	15526	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R514-013__invariant__sorted.ads_14_14_postcondition___00.smt2	unknown	24238	0	unknown	25036	0	B
UFLIA/tokeneer/auditlog/addelementtologfile/addelementtonextfile/setcurrentfiletonextfreefile-4.smt2	unsat	111	0	unsat	108	0	A
UF/sledgehammer/QEpres/uf.595470.smt2	unknown	25238	0	unknown	25237	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R906-030__recursion__test_rec.adb_45_33_loop_invariant_preserv___00.smt2	unknown	25037	0	unknown	24831	0	A
UFLIA/tokeneer/auditlog/init-31.smt2	unknown	25029	0	unknown	25034	0	B
UF/sledgehammer/QEpres/uf.678944.smt2	unsat	5816	0	unsat	6416	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/RC12-029__pointer_subtype__constr_ty.adb_8_26_range_check___00.smt2	unsat	111	0	unsat	109	0	B
UFLIA/tokeneer/cert_/attr_/priv/extract-1.smt2	unsat	111	0	unsat	109	0	A
UF/sledgehammer/QEpres/uf.757404.smt2	sat	712	0	sat	709	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__array_applications__why_0df1aa_array_applications-T-defqtvc__00.smt2	unknown	24034	0	unknown	24034	0	A
UFLIA/tokeneer/configdata/init/setdefaults-12.smt2	unsat	112	0	unsat	108	0	B
UF/sledgehammer/QEpres/uf.814223.smt2	unknown	24738	0	unknown	24737	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays_of_records__arrays_of_records.adb_264_22_postcondition___00.smt2	unknown	24035	0	unknown	24034	0	B
UFLIA/tokeneer/configdata/validatefile/readclearance-1.smt2	unsat	110	0	unsat	107	0	A
UF/sledgehammer/QEpres/uf.883950.smt2	unknown	25340	0	unknown	25337	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__simple_arrays__simple_arrays.adb_674_22_assert___00.smt2	unknown	10723	0	unknown	10520	0	A
UFLIA/tokeneer/configdata/writefile-8.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/QEpres/uf.967803.smt2	unknown	25229	0	unknown	25236	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2	unknown	24137	0	unknown	25036	0	B
UFLIA/tokeneer/enclave/adminlogout-5.smt2	unknown	25037	0	unknown	25027	0	A
UF/sledgehammer/StrongNorm/uf.599383.smt2	unknown	10722	0	unknown	10620	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S108-006__text_io_warnings__text_io_warnings.adb_26_38_overflow_check___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/tokeneer/enclave/startadminactivity-7.smt2	unknown	25039	0	unknown	25034	0	B
UF/sledgehammer/StrongNorm/uf.697927.smt2	unsat	10221	0	unsat	10420	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_118_8_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	109	0	unknown	108	0	B
UFLIA/tokeneer/enrolment/validate/validateandaddkey-8.smt2	unsat	109	0	unsat	108	0	A
UF/sledgehammer/StrongNorm/uf.788605.smt2	unsat	15227	0	unsat	14424	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_182_35_use_formal_vectors.ads_10_4_null_pointer_dereference___01.smt2	unknown	110	0	unknown	109	0	A
UFLIA/tokeneer/keystore/digest-173.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/TwoSquares/uf.601168.smt2	unknown	25036	0	unknown	25126	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S212-028__update__generic_ring_buffer.adb_78_13_tester.adb_9_4_predicate_check___00.smt2	unknown	24338	0	unknown	24332	0	B
UFLIA/tokeneer/keystore/digest-36.smt2	unsat	112	0	unsat	109	0	A
UF/sledgehammer/TwoSquares/uf.651233.smt2	unsat	2213	0	unsat	2211	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S415-012__ex_pledge__pledge_constraints.adb_22_37_discriminant_check___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/tokeneer/keystore/dofind-32.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/TwoSquares/uf.703271.smt2	unknown	15627	0	unknown	14022	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2	unknown	13024	0	unknown	13322	0	B
UFLIA/tokeneer/latch/updateinternallatch-5.smt2	unsat	109	0	unsat	109	0	A
UF/sledgehammer/TwoSquares/uf.752244.smt2	sat	210	0	sat	208	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S702-024__record_attributes_in_allocators__test_constrained.adb_45_22_assert___00.smt2	unknown	110	0	unknown	108	0	A
UFLIA/tokeneer/screen/writestatsdata-4.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/TwoSquares/uf.815613.smt2	sat	210	0	sat	209	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer__lexer.adb_433_13_loop_invariant_init___00.smt2	unsat	210	0	unsat	208	0	B
UFLIA/tokeneer/tokenreader/init-38.smt2	unsat	110	0	unsat	109	0	A
UF/sledgehammer/TypeSafe/smtlib.1262852.smt2	sat	5116	0	sat	5213	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/string_search__string_search.adb_48_94_overflow_check___00.smt2	unsat	109	0	unsat	109	0	A
UFLIA/tokeneer/userentry/progress-12.smt2	unknown	24135	0	unknown	24132	0	B
UF/sledgehammer/TypeSafe/smtlib.1468059.smt2	unknown	21733	0	unknown	22231	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/tagged_stacks__stacks.adb_17_19_index_check___00.smt2	unknown	2412	0	unknown	2510	0	B
UFLIA/tokeneer/usertoken/addauthcert-19.smt2	unsat	110	0	unsat	108	0	A
UF/sledgehammer/TypeSafe/smtlib.765771.smt2	unknown	11323	0	unknown	11220	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/tetris__tetris_initial.ads_133_57_index_check___00.smt2	unsat	111	0	unsat	109	0	A
UFLIA/tptp/NUM860=1.smt2	unknown	24134	0	unknown	24134	0	B
